Country,value
Kiribati,0.0
Kosovo,0.49242579222889693
Kuwait,0.32662404132224415
Kyrgyzstan,0.3871092836347412
Laos,0.7902460154867109
Latvia,0.2631169735330521
Lebanon,0.4795525106072899
Lesotho,0.57813436382594
Liberia,0.6879645825626501
Libya,0.41358138286758117
Liechtenstein,0.0
Lithuania,0.3383141817126201
Luxembourg,0.0
Macao,0.0
Madagascar,0.799483963601324
Malawi,0.6938174139472401
Malaysia,0.605478910955281
Maldives,0.0
Mali,0.7909667122649632
Malta,0.0
Marshall Islands,0.0
Martinique,0.26846697507924505
Mauritania,0.5936795770010681
Mauritius,0.34308892229037685
Mayotte,0.0
Mexico,0.7836825596625296
Micronesia (country),0.0
Moldova,0.41254095956317305
Monaco,0.0
Mongolia,0.5719491691176707
Montenegro,0.5246085651568992
Montserrat,0.0
Morocco,0.4445433444173248
Mozambique,0.8621914805060524
Myanmar,0.8082487529946032
Namibia,0.7034498472780019
Nauru,0.0
Nepal,0.6715473253524186
Netherlands,0.29247448062469567
New Caledonia,0.5319389509196769
New Zealand,0.5240413459903442
Nicaragua,0.7045907296982794
Niger,0.6671118435565787
Nigeria,0.8173121768253365
Niue,0.0
Norfolk Island,0.0
North America,0.8636146418520528
North Korea,0.500990984821501
North Macedonia,0.5916410350396984
Northern Cyprus,0.3479838295692694
Northern Mariana Islands,0.33760617064478915
Norway,0.2743964076712521
Oceania,0.8984093940539135
Oman,0.0
Pakistan,0.6430353913213978
Palau,0.0
Palestine,0.37227128021324685
Panama,0.5881088892736837
Papua New Guinea,0.6585491353077438
Paraguay,0.7735840865566338
Peru,0.734024053752148
Philippines,0.6642989502680112
Pitcairn,0.0
Poland,0.415282359410176
Portugal,0.6260676928618621
Puerto Rico,0.35630130064780274
Qatar,0.0
Reunion,0.0
Romania,0.5755071961295037
Russia,0.8501778394400945
Rwanda,0.5100712576370161
Saint Barthelemy,0.0
Saint Helena,0.0
Saint Kitts and Nevis,0.0
Saint Lucia,0.0
Saint Martin (French part),0.0
Saint Pierre and Miquelon,0.0
Saint Vincent and the Grenadines,0.0
Samoa,0.0
San Marino,0.0
Sao Tome and Principe,0.2838840588021993
Saudi Arabia,0.46402515656284976
Senegal,0.7600524027263328
Serbia,0.5781639463595842
Seychelles,0.0
Sierra Leone,0.7520609348021946
Singapore,0.0
Sint Maarten (Dutch part),0.0
Slovakia,0.0
Slovenia,0.27750407784816084
Solomon Islands,0.3923436433493233
Somalia,0.49562051329896917
South Africa,0.7810906587569995
South America,0.9463057345186073
South Georgia and the South Sandwich Islands,0.0
South Korea,0.19450089174638371
South Sudan,0.877550650163479
Spain,0.5764816720868394
Sri Lanka,0.5026081772853215
Sudan,0.7901079335730351
Suriname,0.6167927504098198
Svalbard and Jan Mayen,0.0
Sweden,0.35798799125074887
Switzerland,0.0
Syria,0.5760222667818136
Taiwan,0.26601767544361665
Tajikistan,0.39467005408971917
Tanzania,0.8230723113236426
Thailand,0.7552182086555556
Togo,0.6856236664711425
Tokelau,0.0
Tonga,0.0
Trinidad and Tobago,0.4609866783892675
Tunisia,0.42236219882084886
Turkey,0.6505903380282287
Turkmenistan,0.4882874734984495
Turks and Caicos Islands,0.2769988504743297
Tuvalu,0.0
Uganda,0.7212089404430169
Ukraine,0.7172332771118758
United Arab Emirates,0.28498426914373987
United Kingdom,0.42389328928084913
United States,0.7928208639781912
United States Minor Outlying Islands,0.0
United States Virgin Islands,0.0
Uruguay,0.48697986130882137
Uzbekistan,0.5355104059695741
Vanuatu,0.4537189225845484
Vatican,0.0
Venezuela,0.8297022286794691
Vietnam,0.6855394105266365
Wallis and Futuna,0.0
Western Sahara,0.0
Yemen,0.15040919658585658
Zambia,0.8699447194064136
Zimbabwe,0.7331890412925653
